CENTRAL POLLUTION CONTROL BOARD,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONTINUOUS AMBIENT AIR QUALITY,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Date: Saturday, Mar 10 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time: 03:11:22 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station,"PB, New Delhi - DPCC",,,,,,,,,,,,,,,,,,,,,,,,,,,
Parameter,"AT,Benzene,BP,CH4,CO,Eth-Benzene,NH3,NMHC,NO,NO2,NOx,O Xylene,Ozone,PM10,PM2.5,MP-Xylene,RH,SO2,SR,SPM,THC,VWS,WD,WS,Temp,Toluene",,,,,,,,,,,,,,,,,,,,,,,,,,,
AvgPeriod,24 Hours,,,,,,,,,,,,,,,,,,,,,,,,,,,
From,01-01-2013 T00:00:00Z 00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,
To,01-01-2018 T16:37:59Z 00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PB, New Delhi - DPCC",,,,,,,,,,,,,,,,,,,,,,,,,,,,
 , ,,PB , , , , ,,,,,,,,,,,,,,,,,,,,,
From Date,To Date,Code,AT,Benzene,BP,CH4,CO,Eth-Benzene,Temp,Toluene,NH3,NMHC,NO,NO2,NOx,O Xylene,SR,SPM,THC,VWS,WD,WS,Ozone,PM10,PM2.5,MP-Xylene,RH,SO2
21-05-2014 00:00,22-05-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
22-05-2014 00:00,23-05-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
23-05-2014 00:00,24-05-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
24-05-2014 00:00,25-05-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
25-05-2014 00:00,26-05-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
26-05-2014 00:00,27-05-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
27-05-2014 00:00,28-05-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
28-05-2014 00:00,29-05-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
29-05-2014 00:00,30-05-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
30-05-2014 00:00,31-05-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
31-05-2014 00:00,1/6/2014 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
1/6/2014 0:00,2/6/2014 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
2/6/2014 0:00,3/6/2014 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
3/6/2014 0:00,4/6/2014 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
4/6/2014 0:00,5/6/2014 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
5/6/2014 0:00,6/6/2014 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
6/6/2014 0:00,7/6/2014 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
7/6/2014 0:00,8/6/2014 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
8/6/2014 0:00,9/6/2014 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
9/6/2014 0:00,10/6/2014 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
10/6/2014 0:00,11/6/2014 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
11/6/2014 0:00,12/6/2014 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
12/6/2014 0:00,13-06-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
13-06-2014 00:00,14-06-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
14-06-2014 00:00,15-06-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
15-06-2014 00:00,16-06-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
16-06-2014 00:00,17-06-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
17-06-2014 00:00,18-06-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
18-06-2014 00:00,19-06-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
19-06-2014 00:00,20-06-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
20-06-2014 00:00,21-06-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
21-06-2014 00:00,22-06-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
22-06-2014 00:00,23-06-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
23-06-2014 00:00,24-06-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
24-06-2014 00:00,25-06-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
25-06-2014 00:00,26-06-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
26-06-2014 00:00,27-06-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
27-06-2014 00:00,28-06-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
28-06-2014 00:00,29-06-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
29-06-2014 00:00,30-06-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
30-06-2014 00:00,1/7/2014 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
1/7/2014 0:00,2/7/2014 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
2/7/2014 0:00,3/7/2014 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
3/7/2014 0:00,4/7/2014 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
4/7/2014 0:00,5/7/2014 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
5/7/2014 0:00,6/7/2014 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 0:00,7/7/2014 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
7/7/2014 0:00,8/7/2014 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
8/7/2014 0:00,9/7/2014 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
9/7/2014 0:00,10/7/2014 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
10/7/2014 0:00,11/7/2014 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
11/7/2014 0:00,12/7/2014 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
12/7/2014 0:00,13-07-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
13-07-2014 00:00,14-07-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
14-07-2014 00:00,15-07-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
15-07-2014 00:00,16-07-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
16-07-2014 00:00,17-07-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
17-07-2014 00:00,18-07-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
18-07-2014 00:00,19-07-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
19-07-2014 00:00,20-07-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
20-07-2014 00:00,21-07-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
21-07-2014 00:00,22-07-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
22-07-2014 00:00,23-07-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
23-07-2014 00:00,24-07-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
24-07-2014 00:00,25-07-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
25-07-2014 00:00,26-07-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
26-07-2014 00:00,27-07-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
27-07-2014 00:00,28-07-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
28-07-2014 00:00,29-07-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
29-07-2014 00:00,30-07-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
30-07-2014 00:00,31-07-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
31-07-2014 00:00,1/8/2014 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/2014 0:00,2/8/2014 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
2/8/2014 0:00,3/8/2014 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
3/8/2014 0:00,4/8/2014 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
4/8/2014 0:00,5/8/2014 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
5/8/2014 0:00,6/8/2014 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
6/8/2014 0:00,7/8/2014 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
7/8/2014 0:00,8/8/2014 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
8/8/2014 0:00,9/8/2014 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
9/8/2014 0:00,10/8/2014 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
10/8/2014 0:00,11/8/2014 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
11/8/2014 0:00,12/8/2014 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
12/8/2014 0:00,13-08-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
13-08-2014 00:00,14-08-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
14-08-2014 00:00,15-08-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
15-08-2014 00:00,16-08-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
16-08-2014 00:00,17-08-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
17-08-2014 00:00,18-08-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
18-08-2014 00:00,19-08-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
19-08-2014 00:00,20-08-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
20-08-2014 00:00,21-08-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
21-08-2014 00:00,22-08-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
22-08-2014 00:00,23-08-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
23-08-2014 00:00,24-08-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
24-08-2014 00:00,25-08-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
25-08-2014 00:00,26-08-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
26-08-2014 00:00,27-08-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
27-08-2014 00:00,28-08-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
28-08-2014 00:00,29-08-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
29-08-2014 00:00,30-08-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
30-08-2014 00:00,31-08-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
31-08-2014 00:00,1/9/2014 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
1/9/2014 0:00,2/9/2014 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
2/9/2014 0:00,3/9/2014 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
3/9/2014 0:00,4/9/2014 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
4/9/2014 0:00,5/9/2014 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
5/9/2014 0:00,6/9/2014 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
6/9/2014 0:00,7/9/2014 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
7/9/2014 0:00,8/9/2014 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
8/9/2014 0:00,9/9/2014 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
9/9/2014 0:00,10/9/2014 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
10/9/2014 0:00,11/9/2014 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
11/9/2014 0:00,12/9/2014 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
12/9/2014 0:00,13-09-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
13-09-2014 00:00,14-09-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
14-09-2014 00:00,15-09-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
15-09-2014 00:00,16-09-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
16-09-2014 00:00,17-09-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
17-09-2014 00:00,18-09-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
18-09-2014 00:00,19-09-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
19-09-2014 00:00,20-09-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
20-09-2014 00:00,21-09-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
21-09-2014 00:00,22-09-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
22-09-2014 00:00,23-09-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
23-09-2014 00:00,24-09-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
24-09-2014 00:00,25-09-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
25-09-2014 00:00,26-09-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
26-09-2014 00:00,27-09-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
27-09-2014 00:00,28-09-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
28-09-2014 00:00,29-09-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
29-09-2014 00:00,30-09-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
30-09-2014 00:00,1/10/2014 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
1/10/2014 0:00,2/10/2014 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
2/10/2014 0:00,3/10/2014 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
3/10/2014 0:00,4/10/2014 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
4/10/2014 0:00,5/10/2014 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
5/10/2014 0:00,6/10/2014 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
6/10/2014 0:00,7/10/2014 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
7/10/2014 0:00,8/10/2014 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
8/10/2014 0:00,9/10/2014 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
9/10/2014 0:00,10/10/2014 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
10/10/2014 0:00,11/10/2014 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
11/10/2014 0:00,12/10/2014 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
12/10/2014 0:00,13-10-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
13-10-2014 00:00,14-10-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
14-10-2014 00:00,15-10-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
15-10-2014 00:00,16-10-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
16-10-2014 00:00,17-10-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
17-10-2014 00:00,18-10-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
18-10-2014 00:00,19-10-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
19-10-2014 00:00,20-10-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
20-10-2014 00:00,21-10-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
21-10-2014 00:00,22-10-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
22-10-2014 00:00,23-10-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
23-10-2014 00:00,24-10-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
24-10-2014 00:00,25-10-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
25-10-2014 00:00,26-10-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
26-10-2014 00:00,27-10-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
27-10-2014 00:00,28-10-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
28-10-2014 00:00,29-10-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
29-10-2014 00:00,30-10-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
30-10-2014 00:00,31-10-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
31-10-2014 00:00,1/11/2014 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
1/11/2014 0:00,2/11/2014 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
2/11/2014 0:00,3/11/2014 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
3/11/2014 0:00,4/11/2014 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
4/11/2014 0:00,5/11/2014 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
5/11/2014 0:00,6/11/2014 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
6/11/2014 0:00,7/11/2014 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
7/11/2014 0:00,8/11/2014 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
8/11/2014 0:00,9/11/2014 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
9/11/2014 0:00,10/11/2014 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
10/11/2014 0:00,11/11/2014 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
11/11/2014 0:00,12/11/2014 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
12/11/2014 0:00,13-11-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
13-11-2014 00:00,14-11-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
14-11-2014 00:00,15-11-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
15-11-2014 00:00,16-11-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
16-11-2014 00:00,17-11-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
17-11-2014 00:00,18-11-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
18-11-2014 00:00,19-11-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
19-11-2014 00:00,20-11-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
20-11-2014 00:00,21-11-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
21-11-2014 00:00,22-11-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
22-11-2014 00:00,23-11-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
23-11-2014 00:00,24-11-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
24-11-2014 00:00,25-11-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
25-11-2014 00:00,26-11-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
26-11-2014 00:00,27-11-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
27-11-2014 00:00,28-11-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
28-11-2014 00:00,29-11-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
29-11-2014 00:00,30-11-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
30-11-2014 00:00,1/12/2014 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
1/12/2014 0:00,2/12/2014 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2014 0:00,3/12/2014 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
3/12/2014 0:00,4/12/2014 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
4/12/2014 0:00,5/12/2014 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
5/12/2014 0:00,6/12/2014 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
6/12/2014 0:00,7/12/2014 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
7/12/2014 0:00,8/12/2014 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
8/12/2014 0:00,9/12/2014 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
9/12/2014 0:00,10/12/2014 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
10/12/2014 0:00,11/12/2014 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
11/12/2014 0:00,12/12/2014 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
12/12/2014 0:00,13-12-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
13-12-2014 00:00,14-12-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
14-12-2014 00:00,15-12-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
15-12-2014 00:00,16-12-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
16-12-2014 00:00,17-12-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
17-12-2014 00:00,18-12-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
18-12-2014 00:00,19-12-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
19-12-2014 00:00,20-12-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
20-12-2014 00:00,21-12-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
21-12-2014 00:00,22-12-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
22-12-2014 00:00,23-12-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
23-12-2014 00:00,24-12-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
24-12-2014 00:00,25-12-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
25-12-2014 00:00,26-12-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
26-12-2014 00:00,27-12-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
27-12-2014 00:00,28-12-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
28-12-2014 00:00,29-12-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
29-12-2014 00:00,30-12-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
30-12-2014 00:00,31-12-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
31-12-2014 00:00,1/1/2015 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
1/1/2015 0:00,2/1/2015 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
2/1/2015 0:00,3/1/2015 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2015 0:00,4/1/2015 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
4/1/2015 0:00,5/1/2015 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
5/1/2015 0:00,6/1/2015 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
6/1/2015 0:00,7/1/2015 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
7/1/2015 0:00,8/1/2015 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2015 0:00,9/1/2015 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
9/1/2015 0:00,10/1/2015 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
10/1/2015 0:00,11/1/2015 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
11/1/2015 0:00,12/1/2015 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
12/1/2015 0:00,13-01-2015 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
13-01-2015 00:00,14-01-2015 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
14-01-2015 00:00,15-01-2015 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
15-01-2015 00:00,16-01-2015 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
16-01-2015 00:00,17-01-2015 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
17-01-2015 00:00,18-01-2015 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
18-01-2015 00:00,19-01-2015 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
19-01-2015 00:00,20-01-2015 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
20-01-2015 00:00,21-01-2015 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
21-01-2015 00:00,22-01-2015 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
22-01-2015 00:00,23-01-2015 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
23-01-2015 00:00,24-01-2015 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
24-01-2015 00:00,25-01-2015 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
25-01-2015 00:00,26-01-2015 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
26-01-2015 00:00,27-01-2015 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
27-01-2015 00:00,28-01-2015 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
28-01-2015 00:00,29-01-2015 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
29-01-2015 00:00,30-01-2015 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
