CENTRAL POLLUTION CONTROL BOARD,,,,,,,,,,,,,,,,,,
CONTINUOUS AMBIENT AIR QUALITY,,,,,,,,,,,,,,,,,,
"Date: Sunday, Mar 11 2018",,,,,,,,,,,,,,,,,,
Time: 10:58:29 PM,,,,,,,,,,,,,,,,,,
Station,"DTU, New Delhi - CPCB",,,,,,,,,,,,,,,,,
Parameter,"PM10,Xylene,VWS,WD,RH,BP,SR,NO,NO2,NOx,Ozone,PM2.5,Temp,CO,WS,NH3",,,,,,,,,,,,,,,,,
AvgPeriod,24 Hours,,,,,,,,,,,,,,,,,
From,01-01-2013 T00:00:00Z 00:00,,,,,,,,,,,,,,,,,
To,01-01-2018 T13:27:59Z 00:00,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
"DTU, New Delhi - CPCB",,,,,,,,,,,,,,,,,,
 , ,,DTU , , , , ,,,,,,,,,,,
From Date,To Date,Code,PM10,Xylene,VWS,WD,RH,BP,SR,NO,NO2,NOx,Ozone,PM2.5,Temp,CO,WS,NH3
16-02-2017 00:00,17-02-2017 00:00,DTU,,,,256.71,51.8,,138.75,6.96,30.75,21.53,,159.1,18.84,,0.68,
17-02-2017 00:00,18-02-2017 00:00,DTU,,,,246.35,60.85,,124.84,9.4,33.48,24.94,,150.99,18.39,,0.61,
18-02-2017 00:00,19-02-2017 00:00,DTU,,,,246.35,67.3,,173.78,12.49,34.14,27.8,,159.44,18.38,,0.48,
19-02-2017 00:00,20-02-2017 00:00,DTU,,,,210.21,58.62,,160.22,15.66,33.59,30.09,,160.01,19.12,,0.53,
20-02-2017 00:00,21-02-2017 00:00,DTU,,,,179.71,56.29,,161.73,26.11,35.08,39.37,,170.39,19.45,,0.4,
21-02-2017 00:00,22-02-2017 00:00,DTU,,,,215.92,72.81,,149.24,6.57,23.09,17.2,,130.8,17.82,,0.71,
22-02-2017 00:00,23-02-2017 00:00,DTU,,,,245.56,54.36,,172.51,10.4,22.93,20.23,,134.92,18.58,,0.49,
23-02-2017 00:00,24-02-2017 00:00,DTU,,,,245.88,33.56,,196.63,3.86,17.94,12.3,,97.07,19.39,,0.86,
24-02-2017 00:00,25-02-2017 00:00,DTU,,,,260.4,28.45,,194.01,2.61,16.89,10.73,,80.96,19.74,,1.13,
25-02-2017 00:00,26-02-2017 00:00,DTU,,,,255.64,33.49,,191.15,3.3,17.53,11.62,,95.26,19.56,,1.03,
26-02-2017 00:00,27-02-2017 00:00,DTU,,,,251.44,41.68,,190.49,4.03,18.21,12.58,,134.32,19.2,,0.83,
27-02-2017 00:00,28-02-2017 00:00,DTU,,,,226.41,39.37,,184.04,5.5,19.58,14.49,,120.38,19.53,,0.56,
28-02-2017 00:00,01-03-2017 00:00,DTU,,,,146.34,43.02,,164.24,13.16,23.19,22.61,,188.66,19.77,,0.45,
01-03-2017 00:00,02-03-2017 00:00,DTU,,,,154.73,39.29,,150.3,14.05,23.65,23.58,,144.31,20.3,,0.47,
02-03-2017 00:00,03-03-2017 00:00,DTU,,,,214.39,54.22,,142.12,4.94,19.76,14.13,,111.9,19.22,,0.36,
03-03-2017 00:00,04-03-2017 00:00,DTU,,,,249.79,39.92,,182.5,4.43,17.59,12.58,,69.52,19.55,,0.41,
04-03-2017 00:00,05-03-2017 00:00,DTU,,,,254.64,38.12,,204.28,3.95,17.25,12.01,,113.64,19.43,,0.64,
05-03-2017 00:00,06-03-2017 00:00,DTU,,,,254.31,34.71,,205.4,3.46,17.41,11.7,,145.16,19.68,,0.82,
06-03-2017 00:00,07-03-2017 00:00,DTU,,,,236.69,31.65,,198.9,4.02,17.88,12.4,,131.08,19.93,,0.76,
07-03-2017 00:00,08-03-2017 00:00,DTU,,,,191.0,30.79,,185.9,4.62,19.57,13.77,,133.58,20.39,,0.45,
08-03-2017 00:00,09-03-2017 00:00,DTU,,,,98.46,40.76,,171.96,3.36,17.04,11.42,,59.06,19.63,,1.06,
09-03-2017 00:00,10-03-2017 00:00,DTU,,,,88.24,59.46,,162.77,4.37,18.99,13.27,,61.03,18.4,,0.81,
10-03-2017 00:00,11-03-2017 00:00,DTU,,,,101.34,65.17,,170.89,4.21,19.17,13.23,,47.42,17.78,,1.06,
11-03-2017 00:00,12-03-2017 00:00,DTU,,,,147.23,53.48,,172.37,3.94,17.13,11.94,,35.17,18.3,,0.57,
12-03-2017 00:00,13-03-2017 00:00,DTU,,,,244.01,50.7,,212.47,4.93,17.68,13.04,,68.94,18.38,,0.61,
13-03-2017 00:00,14-03-2017 00:00,DTU,,,,239.67,40.21,,221.54,5.01,16.66,12.56,,86.62,18.77,,0.65,
14-03-2017 00:00,15-03-2017 00:00,DTU,,,,230.53,42.49,,212.92,6.76,17.66,14.51,,88.39,18.9,,0.44,
15-03-2017 00:00,16-03-2017 00:00,DTU,,,,240.83,44.76,,210.15,6.58,18.6,14.86,,112.88,19.18,,0.54,
16-03-2017 00:00,17-03-2017 00:00,DTU,,,,237.01,39.69,,173.56,7.79,19.95,16.55,,137.8,19.93,,0.31,
17-03-2017 00:00,18-03-2017 00:00,DTU,,,,258.52,53.63,,211.6,5.61,17.61,13.55,,127.73,18.98,,0.73,
18-03-2017 00:00,19-03-2017 00:00,DTU,,,,232.22,42.99,,213.27,5.46,18.26,13.78,,111.11,19.79,,0.45,
19-03-2017 00:00,20-03-2017 00:00,DTU,,,,229.46,43.9,,169.56,10.25,20.05,18.6,,147.44,19.91,,0.38,
20-03-2017 00:00,21-03-2017 00:00,DTU,,,,254.17,42.31,,209.65,4.58,18.15,13.0,,156.52,20.11,,0.74,
21-03-2017 00:00,22-03-2017 00:00,DTU,,,,219.88,35.43,,208.21,4.81,18.63,13.43,,161.89,20.84,,0.67,
22-03-2017 00:00,23-03-2017 00:00,DTU,,,,234.92,31.2,,212.05,4.86,18.88,13.6,,169.91,21.52,,0.79,
23-03-2017 00:00,24-03-2017 00:00,DTU,,,,208.79,33.13,,193.34,6.16,19.14,14.79,,185.9,21.69,,0.39,
24-03-2017 00:00,25-03-2017 00:00,DTU,,,,261.46,41.19,,177.28,37.33,39.53,61.94,,119.17,21.11,,0.44,
25-03-2017 00:00,26-03-2017 00:00,DTU,,,,259.7,32.49,,220.56,20.79,42.32,39.07,,97.78,21.31,,0.74,
26-03-2017 00:00,27-03-2017 00:00,DTU,,,,255.45,30.41,,221.08,19.37,42.23,37.85,,108.65,21.69,,0.96,
27-03-2017 00:00,28-03-2017 00:00,DTU,,,,257.21,30.46,,213.12,19.15,40.3,36.67,,87.59,22.04,,0.97,
28-03-2017 00:00,29-03-2017 00:00,DTU,,,,251.48,32.16,,204.79,24.67,51.63,47.1,,149.35,22.19,,0.58,
29-03-2017 00:00,30-03-2017 00:00,DTU,,,,253.54,27.2,,207.35,23.33,50.39,45.36,,140.27,22.65,,0.83,
30-03-2017 00:00,31-03-2017 00:00,DTU,,,,261.15,27.97,,213.34,21.15,44.21,40.35,,,22.5,,0.91,
31-03-2017 00:00,01-04-2017 00:00,DTU,,,,221.96,26.1,,188.5,21.99,49.62,43.87,,210.87,22.66,,0.6,
01-04-2017 00:00,02-04-2017 00:00,DTU,,,,243.25,22.3,,224.35,20.12,45.68,40.27,,132.52,23.04,,0.65,
02-04-2017 00:00,03-04-2017 00:00,DTU,,,,248.45,21.39,,229.84,18.0,41.37,36.29,,103.48,22.93,,0.73,
03-04-2017 00:00,04-04-2017 00:00,DTU,,,,233.56,16.35,,296.88,22.61,51.41,45.3,,119.56,23.19,,0.65,
04-04-2017 00:00,05-04-2017 00:00,DTU,,,,176.33,20.03,,160.51,24.03,50.09,45.79,,69.15,22.64,,0.77,
05-04-2017 00:00,06-04-2017 00:00,DTU,,,,90.65,30.05,,198.9,19.79,43.35,38.78,,45.69,21.78,,1.5,
06-04-2017 00:00,07-04-2017 00:00,DTU,,,,170.54,14.69,,237.78,17.67,41.25,35.97,,70.27,23.33,,1.4,
07-04-2017 00:00,08-04-2017 00:00,DTU,,,,208.9,12.86,,186.26,31.46,94.78,74.91,,145.61,22.92,,0.46,
08-04-2017 00:00,09-04-2017 00:00,DTU,,,,237.55,2.48,,241.8,89.39,206.39,180.74,,151.58,23.25,,0.47,
09-04-2017 00:00,10-04-2017 00:00,DTU,,,,272.57,1.58,,263.95,31.32,94.8,75.11,,35.58,23.34,,0.79,
10-04-2017 00:00,11-04-2017 00:00,DTU,,,,260.67,4.86,,300.09,31.1,105.33,80.44,,58.54,25.66,,1.27,
11-04-2017 00:00,12-04-2017 00:00,DTU,,,,261.46,12.21,,315.01,33.09,112.76,85.93,,74.47,34.44,,1.21,
12-04-2017 00:00,13-04-2017 00:00,DTU,,,,249.96,25.7,,28.86,44.63,177.33,129.14,,125.88,31.86,,0.34,
13-04-2017 00:00,14-04-2017 00:00,DTU,,,,207.6,16.55,,262.48,123.62,95.5,143.01,,173.53,34.81,,0.35,
14-04-2017 00:00,15-04-2017 00:00,DTU,,,,135.93,26.69,,220.8,179.43,195.2,249.02,,165.54,34.18,,0.34,
15-04-2017 00:00,16-04-2017 00:00,DTU,,,,220.49,24.05,,227.08,90.81,147.31,151.91,,183.01,34.65,,0.46,
16-04-2017 00:00,17-04-2017 00:00,DTU,,,,165.3,23.12,,211.4,25.8,135.16,92.68,,207.51,34.59,,0.36,
17-04-2017 00:00,18-04-2017 00:00,DTU,,,,143.59,34.99,,212.03,45.82,159.94,121.93,,121.84,34.21,,0.41,
18-04-2017 00:00,19-04-2017 00:00,DTU,,,,207.09,28.8,,204.09,53.99,153.93,125.43,,145.44,34.86,,0.42,
19-04-2017 00:00,20-04-2017 00:00,DTU,,,,213.12,13.65,,241.64,90.82,107.18,130.89,,108.11,35.82,,0.48,
20-04-2017 00:00,21-04-2017 00:00,DTU,,,,212.69,20.83,,234.05,150.68,83.37,167.11,,127.44,35.49,,0.44,
21-04-2017 00:00,22-04-2017 00:00,DTU,,,,91.76,38.71,,197.93,24.8,62.02,53.59,,115.72,34.46,,0.56,
22-04-2017 00:00,23-04-2017 00:00,DTU,,,,143.95,42.29,,172.32,19.21,44.22,39.71,,104.64,33.67,,0.89,
23-04-2017 00:00,24-04-2017 00:00,DTU,,,,236.35,27.69,,230.8,16.02,40.62,35.24,,91.11,34.57,,0.47,
24-04-2017 00:00,25-04-2017 00:00,DTU,,,,251.21,25.85,,237.02,13.0,29.87,27.15,,65.17,34.44,,0.61,
25-04-2017 00:00,26-04-2017 00:00,DTU,,,,246.98,21.74,,249.26,12.8,31.68,27.92,,80.85,34.54,,0.77,
26-04-2017 00:00,27-04-2017 00:00,DTU,,,,218.58,19.76,,240.65,13.74,37.3,31.64,,77.91,34.84,,0.57,
27-04-2017 00:00,28-04-2017 00:00,DTU,,,,189.85,19.78,,205.09,16.59,36.76,33.68,,77.77,34.69,,0.5,
28-04-2017 00:00,29-04-2017 00:00,DTU,,,,201.69,22.96,,196.84,19.99,47.38,42.01,,86.74,34.55,,0.63,
29-04-2017 00:00,30-04-2017 00:00,DTU,,,,158.05,25.36,,164.49,26.26,52.62,49.84,,107.97,34.27,,0.36,
30-04-2017 00:00,01-05-2017 00:00,DTU,,,,101.29,29.6,,215.95,13.68,32.17,28.91,,70.17,33.99,,0.79,
01-05-2017 00:00,02-05-2017 00:00,DTU,,,,160.43,29.14,,277.16,28.01,37.1,43.15,,73.09,33.81,,0.41,
02-05-2017 00:00,03-05-2017 00:00,DTU,,,,177.54,23.42,,229.2,49.87,46.13,64.69,,178.69,34.52,,0.31,
03-05-2017 00:00,04-05-2017 00:00,DTU,,,,154.25,25.5,,121.05,42.21,49.16,61.0,,139.61,34.34,,0.43,
04-05-2017 00:00,05-05-2017 00:00,DTU,,,,231.1,23.49,,258.13,17.8,28.44,30.31,,103.19,34.83,,0.57,
05-05-2017 00:00,06-05-2017 00:00,DTU,,,,,,,,,,,,,,,,
06-05-2017 00:00,07-05-2017 00:00,DTU,,,,,,,,,,,,,,,,
07-05-2017 00:00,08-05-2017 00:00,DTU,,,,4.62,4.19,,0.89,4.41,2.55,5.04,,33.5,4.09,,0.02,
08-05-2017 00:00,09-05-2017 00:00,DTU,,,,,,,,,,,,,,,,
09-05-2017 00:00,10-05-2017 00:00,DTU,,,,,,,,,,,,,,,,
10-05-2017 00:00,11-05-2017 00:00,DTU,,,,,,,,,,,,,,,,
11-05-2017 00:00,12-05-2017 00:00,DTU,,,,,,,,,,,,,,,,
12-05-2017 00:00,13-05-2017 00:00,DTU,,,,128.5,23.74,,240.51,15.54,5.0,16.23,,114.14,36.23,,0.42,
13-05-2017 00:00,14-05-2017 00:00,DTU,,,,248.33,52.0,,285.2,25.55,5.03,23.73,,166.67,32.67,,0.19,
14-05-2017 00:00,15-05-2017 00:00,DTU,,,,203.0,69.9,,412.9,29.8,4.4,26.5,,303.0,31.2,,0.3,
15-05-2017 00:00,16-05-2017 00:00,DTU,,,,236.38,10.67,,506.99,15.43,14.13,20.89,,70.31,37.01,,0.63,
16-05-2017 00:00,17-05-2017 00:00,DTU,,,,271.29,19.53,,433.08,13.59,10.84,17.7,,76.17,36.57,,0.53,
17-05-2017 00:00,18-05-2017 00:00,DTU,,,,180.1,29.4,,204.54,14.93,11.45,19.07,,87.71,34.86,,0.34,
18-05-2017 00:00,19-05-2017 00:00,DTU,,,,194.11,38.72,,199.65,16.18,7.62,17.85,,109.21,33.98,,0.39,
19-05-2017 00:00,20-05-2017 00:00,DTU,,,,194.16,34.86,,224.16,22.81,50.42,45.36,,106.7,34.32,,0.49,
20-05-2017 00:00,21-05-2017 00:00,DTU,,,,163.96,30.17,,170.07,52.84,164.71,129.61,,80.46,34.29,,0.41,
21-05-2017 00:00,22-05-2017 00:00,DTU,,,,179.89,40.73,,239.51,46.97,122.93,102.97,,122.61,33.22,,0.46,
22-05-2017 00:00,23-05-2017 00:00,DTU,,,,212.68,70.53,,48.44,124.94,150.71,180.91,,125.84,30.33,,0.3,
23-05-2017 00:00,24-05-2017 00:00,DTU,,,,226.3,49.37,,249.99,159.36,149.51,207.62,,145.39,33.02,,0.33,
24-05-2017 00:00,25-05-2017 00:00,DTU,,,,118.24,40.78,,237.38,68.24,167.04,143.36,,115.16,33.91,,0.45,
25-05-2017 00:00,26-05-2017 00:00,DTU,,,,180.78,32.54,,228.65,51.58,159.34,125.78,,92.12,34.69,,0.31,
26-05-2017 00:00,27-05-2017 00:00,DTU,,,,129.46,30.78,,229.84,44.54,174.46,133.97,,102.75,35.11,,0.51,
27-05-2017 00:00,28-05-2017 00:00,DTU,,,,94.52,38.97,,250.01,5.46,39.06,25.69,,55.36,34.06,,0.79,
28-05-2017 00:00,29-05-2017 00:00,DTU,,,,83.4,57.5,,197.7,8.65,30.32,23.22,,41.96,32.06,,1.08,
29-05-2017 00:00,30-05-2017 00:00,DTU,,,,98.67,67.37,,218.56,6.62,22.61,17.54,,50.25,31.11,,0.92,
30-05-2017 00:00,31-05-2017 00:00,DTU,,,,110.7,49.96,,273.43,9.65,41.1,29.65,,69.49,33.39,,0.38,
31-05-2017 00:00,01-06-2017 00:00,DTU,,,,123.91,72.98,,146.83,9.89,32.64,25.42,,65.96,30.86,,0.74,
01-06-2017 00:00,02-06-2017 00:00,DTU,,,,193.77,62.18,,259.92,19.23,32.86,33.0,,106.45,32.22,,0.35,
02-06-2017 00:00,03-06-2017 00:00,DTU,,,,238.73,41.24,,269.35,13.34,37.41,30.66,,138.3,33.9,,0.34,
03-06-2017 00:00,04-06-2017 00:00,DTU,,,,229.51,28.77,,273.81,16.59,47.71,38.66,,118.3,35.18,,0.41,
04-06-2017 00:00,05-06-2017 00:00,DTU,,,,240.65,19.93,,262.34,,,,,110.45,36.13,,0.59,
05-06-2017 00:00,06-06-2017 00:00,DTU,,,,244.33,23.76,,249.85,16.77,30.92,30.01,,87.36,35.99,,0.75,
06-06-2017 00:00,07-06-2017 00:00,DTU,,,,208.15,32.2,,227.82,7.78,23.65,19.01,,,35.24,,0.83,
07-06-2017 00:00,08-06-2017 00:00,DTU,,,,69.36,52.08,,169.49,13.55,19.0,21.2,,28.9,32.36,,1.28,
08-06-2017 00:00,09-06-2017 00:00,DTU,,,,133.96,69.61,,157.27,30.46,16.41,33.33,,54.89,31.04,,0.56,
09-06-2017 00:00,10-06-2017 00:00,DTU,,,,125.41,65.42,,177.06,41.26,21.58,43.78,,116.99,31.91,,0.45,
10-06-2017 00:00,11-06-2017 00:00,DTU,,,,165.55,47.9,,256.79,44.85,26.57,49.29,,82.91,33.36,,0.44,
11-06-2017 00:00,12-06-2017 00:00,DTU,,,,193.02,45.43,,283.1,29.41,14.83,31.67,,38.49,33.01,,0.43,
12-06-2017 00:00,13-06-2017 00:00,DTU,,,,238.85,38.78,,288.17,30.99,15.71,33.42,,87.79,33.92,,0.34,
13-06-2017 00:00,14-06-2017 00:00,DTU,,,,226.66,30.44,,254.01,41.54,16.59,41.88,,57.23,34.8,,0.55,
14-06-2017 00:00,15-06-2017 00:00,DTU,,,,238.92,28.86,,230.29,39.78,17.39,40.71,,65.93,34.76,,0.56,
15-06-2017 00:00,16-06-2017 00:00,DTU,,,,199.24,33.39,,246.27,33.69,19.65,37.44,,81.26,34.44,,0.43,
16-06-2017 00:00,17-06-2017 00:00,DTU,,,,126.41,67.79,,146.0,32.62,35.89,44.91,,52.41,31.22,,0.55,
17-06-2017 00:00,18-06-2017 00:00,DTU,,,,174.66,71.16,,164.2,33.34,27.15,40.01,,43.02,31.04,,0.42,
18-06-2017 00:00,19-06-2017 00:00,DTU,,,,221.09,64.72,,238.28,31.37,10.58,30.43,,76.03,32.04,,0.47,
19-06-2017 00:00,20-06-2017 00:00,DTU,,,,200.52,69.05,,178.65,40.26,16.97,40.49,,60.19,31.79,,0.51,
20-06-2017 00:00,21-06-2017 00:00,DTU,,,,127.12,87.2,,184.45,70.26,16.96,61.27,,27.91,29.9,,0.46,
21-06-2017 00:00,22-06-2017 00:00,DTU,,,,147.62,90.1,,138.38,69.56,11.09,59.86,,55.14,29.94,,0.46,
22-06-2017 00:00,23-06-2017 00:00,DTU,,,,215.62,76.47,,219.96,90.76,12.0,71.22,,56.7,31.18,,0.4,
23-06-2017 00:00,24-06-2017 00:00,DTU,,,,248.86,72.51,,262.48,89.28,10.1,70.28,,50.11,31.75,,0.27,
24-06-2017 00:00,25-06-2017 00:00,DTU,,,,156.34,64.98,,217.45,74.13,18.33,66.87,,87.0,32.4,,0.27,
25-06-2017 00:00,26-06-2017 00:00,DTU,,,,102.96,58.15,,214.56,78.69,26.42,76.09,,89.85,33.1,,0.34,
26-06-2017 00:00,27-06-2017 00:00,DTU,,,,66.33,64.02,,222.55,49.86,18.93,49.81,,51.07,32.6,,0.78,
27-06-2017 00:00,28-06-2017 00:00,DTU,,,,55.16,71.33,,235.15,47.9,16.43,46.98,,45.95,32.22,,0.9,
28-06-2017 00:00,29-06-2017 00:00,DTU,,,,163.93,94.94,,112.75,48.29,16.63,45.94,,28.62,29.58,,0.59,
29-06-2017 00:00,30-06-2017 00:00,DTU,,,,67.49,97.46,,101.81,42.58,25.12,47.16,,31.8,29.53,,0.49,
30-06-2017 00:00,01-07-2017 00:00,DTU,,,,112.94,100.27,,60.49,91.12,22.92,77.93,,42.33,29.21,,0.37,
01-07-2017 00:00,02-07-2017 00:00,DTU,,,,109.89,92.97,,197.58,109.36,19.64,86.65,,60.88,30.16,,0.36,
02-07-2017 00:00,03-07-2017 00:00,DTU,,,,86.24,95.53,,125.7,65.72,15.47,58.71,,39.34,29.87,,0.39,
03-07-2017 00:00,04-07-2017 00:00,DTU,,,,212.15,85.99,,224.89,76.16,14.57,64.59,,59.59,31.05,,0.28,
04-07-2017 00:00,05-07-2017 00:00,DTU,,,,229.38,78.03,,217.62,68.82,12.62,57.17,,54.5,31.67,,0.56,
05-07-2017 00:00,06-07-2017 00:00,DTU,,,,225.88,67.36,,174.93,67.67,7.15,55.32,,56.26,32.19,,0.5,
06-07-2017 00:00,07-07-2017 00:00,DTU,,,,112.85,77.17,,134.57,62.39,16.23,57.21,,49.12,31.27,,0.59,
07-07-2017 00:00,08-07-2017 00:00,DTU,,,,103.75,83.45,,211.11,40.4,9.08,35.61,,38.05,30.84,,0.47,
08-07-2017 00:00,09-07-2017 00:00,DTU,,,,224.73,74.74,,235.03,10.58,7.31,11.61,,45.57,31.85,,0.27,
09-07-2017 00:00,10-07-2017 00:00,DTU,,,,215.74,64.23,,277.98,10.29,6.04,11.36,,64.74,32.71,,0.41,
10-07-2017 00:00,11-07-2017 00:00,DTU,,,,202.92,61.23,,247.49,9.61,5.53,10.48,,47.5,32.76,,0.49,
11-07-2017 00:00,12-07-2017 00:00,DTU,,,,131.76,81.44,,194.83,7.84,6.01,9.46,,35.73,30.96,,0.41,
12-07-2017 00:00,13-07-2017 00:00,DTU,,,,86.58,86.69,,144.63,44.67,4.81,32.53,,25.04,30.38,,0.58,
13-07-2017 00:00,14-07-2017 00:00,DTU,,,,46.24,72.67,,193.3,127.33,,79.03,,28.81,31.12,,0.58,
14-07-2017 00:00,15-07-2017 00:00,DTU,,,,68.13,75.79,,261.86,108.6,15.48,66.21,,38.77,30.67,,0.68,
15-07-2017 00:00,16-07-2017 00:00,DTU,,,,75.26,71.62,,172.13,67.46,30.2,66.42,,32.79,31.26,,0.48,
16-07-2017 00:00,17-07-2017 00:00,DTU,,,,71.94,81.29,,146.71,35.6,15.0,32.24,,48.78,30.57,,0.35,
17-07-2017 00:00,18-07-2017 00:00,DTU,,,,129.6,96.29,,68.9,11.07,4.12,10.93,,43.45,29.28,,0.46,
18-07-2017 00:00,19-07-2017 00:00,DTU,,,,85.06,77.61,,208.42,3.47,5.12,4.91,,40.92,30.98,,0.42,
19-07-2017 00:00,20-07-2017 00:00,DTU,,,,127.75,71.09,,246.84,3.36,5.04,4.46,,47.76,31.7,,0.33,
20-07-2017 00:00,21-07-2017 00:00,DTU,,,,73.75,88.87,,140.54,3.17,5.08,4.2,,34.81,29.87,,0.54,
21-07-2017 00:00,22-07-2017 00:00,DTU,,,,41.23,79.79,,236.87,3.0,5.2,3.92,,25.04,30.79,,0.71,
22-07-2017 00:00,23-07-2017 00:00,DTU,,,,71.22,89.27,,157.07,,5.16,3.91,,24.18,29.77,,0.72,
23-07-2017 00:00,24-07-2017 00:00,DTU,,,,74.09,94.68,,169.44,,5.16,3.88,,31.93,29.35,,0.56,
24-07-2017 00:00,25-07-2017 00:00,DTU,,,,77.77,88.71,,192.83,,5.14,3.95,,22.46,29.91,,0.45,
25-07-2017 00:00,26-07-2017 00:00,DTU,,,,74.55,92.65,,147.63,,5.12,3.97,,31.31,29.57,,0.49,
26-07-2017 00:00,27-07-2017 00:00,DTU,,,,87.28,84.12,,217.31,,5.26,3.79,,26.88,30.44,,0.43,
27-07-2017 00:00,28-07-2017 00:00,DTU,,,,92.33,78.74,,178.99,6.64,5.8,5.41,,28.39,30.8,,0.46,
28-07-2017 00:00,29-07-2017 00:00,DTU,,,,86.89,81.7,,189.16,7.4,8.17,10.17,,31.7,30.44,,0.69,
29-07-2017 00:00,30-07-2017 00:00,DTU,,,,86.36,82.26,,171.06,7.31,8.21,10.11,,39.95,30.39,,0.55,
30-07-2017 00:00,31-07-2017 00:00,DTU,,,,140.32,76.58,,204.75,7.43,8.09,10.16,,13.08,30.78,,0.38,
31-07-2017 00:00,01-08-2017 00:00,DTU,,,,167.2,98.57,,76.18,7.56,8.04,10.22,,21.41,28.74,,0.32,
01-08-2017 00:00,02-08-2017 00:00,DTU,,,,230.11,97.87,,116.42,7.77,7.95,10.35,,20.24,29.03,,0.35,
02-08-2017 00:00,03-08-2017 00:00,DTU,,,,241.51,93.58,,140.56,7.58,8.06,10.26,,31.46,29.46,,0.35,
03-08-2017 00:00,04-08-2017 00:00,DTU,,,,230.09,85.91,,194.77,7.63,8.02,10.28,,32.68,30.1,,0.55,
04-08-2017 00:00,05-08-2017 00:00,DTU,,,,216.57,85.84,,161.61,7.87,7.7,10.3,,45.5,29.99,,0.44,
05-08-2017 00:00,06-08-2017 00:00,DTU,,,,225.56,80.56,,180.6,8.0,7.87,10.49,,59.33,30.5,,0.29,
06-08-2017 00:00,07-08-2017 00:00,DTU,,,,226.19,84.14,,202.96,8.48,7.44,10.65,,69.91,30.42,,0.27,
07-08-2017 00:00,08-08-2017 00:00,DTU,,,,174.68,92.08,,127.87,8.51,7.48,10.69,,43.7,29.6,,0.28,
08-08-2017 00:00,09-08-2017 00:00,DTU,,,,137.25,92.96,,164.56,8.23,7.79,10.63,,41.76,29.63,,0.35,
09-08-2017 00:00,10-08-2017 00:00,DTU,,,,212.86,99.66,,81.32,8.75,7.49,10.89,,57.51,28.89,,0.27,
10-08-2017 00:00,11-08-2017 00:00,DTU,,,,235.69,87.85,,184.42,8.46,7.88,10.87,,51.42,30.07,,0.39,
11-08-2017 00:00,12-08-2017 00:00,DTU,,,,232.08,79.56,,204.56,8.46,7.66,10.76,,25.48,30.63,,0.66,
12-08-2017 00:00,13-08-2017 00:00,DTU,,,,229.23,73.56,,187.45,8.74,7.41,10.84,,23.58,30.83,,0.77,
13-08-2017 00:00,14-08-2017 00:00,DTU,,,,219.72,74.79,,208.8,8.81,7.27,10.83,,25.3,30.87,,0.48,
14-08-2017 00:00,15-08-2017 00:00,DTU,,,,233.55,70.87,,213.6,8.89,7.2,10.85,,27.79,31.12,,0.33,
15-08-2017 00:00,16-08-2017 00:00,DTU,,,,249.49,70.56,,233.86,8.9,7.14,10.82,,34.93,31.31,,0.34,
16-08-2017 00:00,17-08-2017 00:00,DTU,,,,250.27,72.37,,248.77,8.65,7.26,10.69,,39.02,31.11,,0.45,
17-08-2017 00:00,18-08-2017 00:00,DTU,,,,246.31,66.8,,255.0,8.92,7.09,10.82,,43.26,31.61,,0.47,
18-08-2017 00:00,19-08-2017 00:00,DTU,,,,205.3,68.96,,248.35,10.13,6.71,11.27,,45.47,31.55,,0.32,
19-08-2017 00:00,20-08-2017 00:00,DTU,,,,83.69,92.71,,38.39,9.37,6.77,11.02,,32.95,29.17,,0.37,
20-08-2017 00:00,21-08-2017 00:00,DTU,,,,71.53,78.71,,193.13,9.43,6.73,11.03,,34.66,30.67,,0.36,
21-08-2017 00:00,22-08-2017 00:00,DTU,,,,74.61,78.06,,194.98,9.35,6.79,11.02,,33.82,30.85,,0.47,
22-08-2017 00:00,23-08-2017 00:00,DTU,,,,100.84,83.51,,143.03,9.37,6.8,11.04,,37.95,30.28,,0.37,
23-08-2017 00:00,24-08-2017 00:00,DTU,,,,131.11,97.92,,99.27,10.0,6.48,11.36,,58.69,28.98,,0.32,
24-08-2017 00:00,25-08-2017 00:00,DTU,,,,133.43,85.5,,178.41,9.68,6.64,11.2,,57.92,30.06,,0.27,
25-08-2017 00:00,26-08-2017 00:00,DTU,,,,169.04,92.37,,83.55,9.62,6.58,11.11,,61.18,29.49,,0.24,
26-08-2017 00:00,27-08-2017 00:00,DTU,,,,172.9,85.56,,201.19,9.3,6.91,11.03,,35.98,29.96,,0.36,
27-08-2017 00:00,28-08-2017 00:00,DTU,,,,177.72,78.62,,245.73,9.4,6.87,11.09,,50.19,30.51,,0.32,
28-08-2017 00:00,29-08-2017 00:00,DTU,,,,49.26,86.58,,140.84,8.52,7.41,10.67,,19.08,29.66,,0.84,
29-08-2017 00:00,30-08-2017 00:00,DTU,,,,87.62,83.16,,174.85,9.04,7.15,10.96,,26.89,30.13,,0.53,
30-08-2017 00:00,31-08-2017 00:00,DTU,,,,76.69,85.47,,179.07,9.03,7.22,10.98,,32.39,30.15,,0.54,
31-08-2017 00:00,01-09-2017 00:00,DTU,,,,98.86,96.99,,75.5,9.58,6.84,11.22,,46.54,28.82,,0.38,
01-09-2017 00:00,02-09-2017 00:00,DTU,,,,198.79,97.38,,120.24,9.68,6.76,11.26,,23.66,28.88,,0.34,
