CENTRAL POLLUTION CONTROL BOARD,,,,,,,,,,,,,,,,,,,,,
CONTINUOUS AMBIENT AIR QUALITY,,,,,,,,,,,,,,,,,,,,,
"Date: Sunday, Mar 11 2018",,,,,,,,,,,,,,,,,,,,,
Time: 11:00:03 PM,,,,,,,,,,,,,,,,,,,,,
Station,"East Arjun Nagar, Delhi - CPCB",,,,,,,,,,,,,,,,,,,,
Parameter,"PM10,Xylene,VWS,WD,RH,BP,SR,NO,NO2,NOx,Ozone,PM2.5,Temp,Rack Temp,CO,MH,WS,SO2,Benzene",,,,,,,,,,,,,,,,,,,,
AvgPeriod,24 Hours,,,,,,,,,,,,,,,,,,,,
From,01-01-2013 T00:00:00Z 00:00,,,,,,,,,,,,,,,,,,,,
To,01-01-2018 T13:28:59Z 00:00,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"East Arjun Nagar, Delhi - CPCB",,,,,,,,,,,,,,,,,,,,,
 , ,,East Arjun Nagar , , , , ,,,,,,,,,,,,,,
From Date,To Date,Code,PM10,Xylene,VWS,WD,RH,BP,SR,NO,NO2,NOx,Ozone,PM2.5,Temp,Rack Temp,CO,MH,WS,SO2,Benzene
31-10-2016 00:00,01-11-2016 00:00,EAN,,,,,,,,32.92,47.14,,12.89,,,,,,,37.12,3.66
01-11-2016 00:00,02-11-2016 00:00,EAN,,,,,,,,31.78,51.79,,14.84,,,,,,,15.24,2.34
02-11-2016 00:00,03-11-2016 00:00,EAN,,,,,,,,32.32,63.41,,19.94,,,,,,,12.77,1.96
03-11-2016 00:00,04-11-2016 00:00,EAN,,,,,,,,36.01,58.89,,50.26,,,,,,,19.59,2.22
04-11-2016 00:00,05-11-2016 00:00,EAN,,,,,,,,41.03,65.23,,19.9,,,,,,,18.24,16.88
05-11-2016 00:00,06-11-2016 00:00,EAN,,,,,,,,34.87,69.3,,24.82,,,,,,,7.2,4.02
06-11-2016 00:00,07-11-2016 00:00,EAN,,,,,,,,37.17,89.03,,29.55,,,,,,,9.12,1.99
07-11-2016 00:00,08-11-2016 00:00,EAN,,,,,,,,37.04,68.47,,18.53,,,,,,,8.47,9.85
08-11-2016 00:00,09-11-2016 00:00,EAN,,,,,,,,31.65,48.27,,15.13,,,,,,,7.32,2.64
09-11-2016 00:00,10-11-2016 00:00,EAN,,,,,,,,33.27,75.83,,14.29,,,,,,,9.6,2.31
10-11-2016 00:00,11-11-2016 00:00,EAN,,,,,,,,37.38,74.14,,23.74,,,,,,,13.26,2.59
11-11-2016 00:00,12-11-2016 00:00,EAN,,,,,,,,42.14,82.4,,17.37,,,,,,,27.26,2.49
12-11-2016 00:00,13-11-2016 00:00,EAN,,,,,,,,35.91,73.12,,14.79,,,,,,,27.1,3.24
13-11-2016 00:00,14-11-2016 00:00,EAN,,,,,,,,34.63,63.01,,39.56,,,,,,,19.59,2.79
14-11-2016 00:00,15-11-2016 00:00,EAN,,,,,,,,36.13,60.68,,12.41,,,,,,,13.54,2.75
15-11-2016 00:00,16-11-2016 00:00,EAN,,,,,,,,36.34,65.02,,17.24,,,,,,,11.18,2.27
16-11-2016 00:00,17-11-2016 00:00,EAN,,,,,,,,33.98,65.15,,28.67,,,,,,,12.58,2.28
17-11-2016 00:00,18-11-2016 00:00,EAN,,,,,,,,29.0,57.48,,14.66,,,,,,,6.53,2.38
18-11-2016 00:00,19-11-2016 00:00,EAN,,,,,,,,31.75,67.23,,14.41,,,,,,,8.22,24.67
19-11-2016 00:00,20-11-2016 00:00,EAN,,,,,,,,35.0,68.94,,14.1,,,,,,,11.3,2.61
20-11-2016 00:00,21-11-2016 00:00,EAN,,,,,,,,43.13,70.02,,17.62,,,,,,,15.13,7.51
21-11-2016 00:00,22-11-2016 00:00,EAN,,,,,,,,45.3,81.09,,19.52,,,,,,,18.75,15.5
22-11-2016 00:00,23-11-2016 00:00,EAN,,,,,,,,37.52,66.58,,14.51,,,,,,,6.99,2.48
23-11-2016 00:00,24-11-2016 00:00,EAN,,,,,,,,38.2,68.01,,25.85,,,,,,,7.33,2.39
24-11-2016 00:00,25-11-2016 00:00,EAN,,,,,,,,33.82,71.02,,14.28,,,,,,,10.99,13.47
25-11-2016 00:00,26-11-2016 00:00,EAN,,,,,,,,27.7,35.19,,10.68,,,,,,,5.32,7.63
26-11-2016 00:00,27-11-2016 00:00,EAN,,,,,,,,29.12,43.4,,11.52,,,,,,,6.64,2.68
27-11-2016 00:00,28-11-2016 00:00,EAN,,,,,,,,28.4,44.49,,11.18,,,,,,,6.7,8.06
28-11-2016 00:00,29-11-2016 00:00,EAN,,,,,,,,35.56,50.51,,26.56,,,,,,30.0,8.19,2.51
29-11-2016 00:00,30-11-2016 00:00,EAN,,,,,,,,38.92,75.5,,17.05,,,,,,,25.48,27.04
30-11-2016 00:00,01-12-2016 00:00,EAN,,,,,,,,35.78,56.33,,14.72,,,,,,,11.75,10.34
01-12-2016 00:00,02-12-2016 00:00,EAN,,,,,,,,36.6,64.4,,18.77,,,,,,,19.65,2.9
02-12-2016 00:00,03-12-2016 00:00,EAN,,,,,,,,33.0,68.29,,16.31,,,,,,,11.36,2.47
03-12-2016 00:00,04-12-2016 00:00,EAN,,,,,,,,37.48,71.04,,38.18,,,,,,,5.52,2.38
04-12-2016 00:00,05-12-2016 00:00,EAN,,,,,,,,42.47,71.64,,21.07,,,,,,,13.44,9.57
05-12-2016 00:00,06-12-2016 00:00,EAN,,,,,,,,40.67,74.59,,19.15,,,,,,,8.69,2.4
06-12-2016 00:00,07-12-2016 00:00,EAN,,,,,,,,34.89,71.28,,15.86,,,,,,,27.14,4.42
07-12-2016 00:00,08-12-2016 00:00,EAN,,,,,,,,28.43,49.46,,11.18,,,,,,,20.1,3.69
08-12-2016 00:00,09-12-2016 00:00,EAN,,,,,,,,35.61,61.29,,13.83,,,,,,,13.53,27.6
09-12-2016 00:00,10-12-2016 00:00,EAN,,,,,,,,35.99,84.63,,18.94,,,,,,,12.47,2.73
10-12-2016 00:00,11-12-2016 00:00,EAN,,,,,,,,30.89,41.17,,18.98,,,,,,,6.22,2.66
11-12-2016 00:00,12-12-2016 00:00,EAN,,,,,,,,32.21,52.07,,15.27,,,,,,,6.78,21.07
12-12-2016 00:00,13-12-2016 00:00,EAN,,,,,,,,33.42,49.19,,11.78,,,,,,,14.52,2.92
13-12-2016 00:00,14-12-2016 00:00,EAN,,,,,,,,,,,,,,,,,,,
14-12-2016 00:00,15-12-2016 00:00,EAN,,,,,,,,,,,,,,,,,,,
15-12-2016 00:00,16-12-2016 00:00,EAN,,,,,,,,39.6,60.47,,22.4,,,,,,,10.12,2.51
16-12-2016 00:00,17-12-2016 00:00,EAN,,,,,,,,37.2,48.19,,12.22,,,,,,,14.77,29.68
17-12-2016 00:00,18-12-2016 00:00,EAN,,,,,,,,32.54,56.74,,12.4,,,,,,,14.3,3.09
18-12-2016 00:00,19-12-2016 00:00,EAN,,,,,,,,30.85,52.22,,11.06,,,,,,,8.64,2.73
19-12-2016 00:00,20-12-2016 00:00,EAN,,,,,,,,30.73,57.69,,10.77,,,,,,,11.81,2.63
20-12-2016 00:00,21-12-2016 00:00,EAN,,,,,,,,28.84,37.26,,30.35,,,,,,,6.92,10.71
21-12-2016 00:00,22-12-2016 00:00,EAN,,,,,,,,31.05,42.09,,28.52,,,,,,,8.54,5.63
22-12-2016 00:00,23-12-2016 00:00,EAN,,,,,,,,31.92,57.34,,11.57,,,,,,,14.13,2.55
23-12-2016 00:00,24-12-2016 00:00,EAN,,,,,,,,36.03,77.31,,13.67,,,,,,,22.44,2.47
24-12-2016 00:00,25-12-2016 00:00,EAN,,,,,,,,39.0,64.09,,14.95,,,,,,,23.9,2.64
25-12-2016 00:00,26-12-2016 00:00,EAN,,,,,,,,29.76,29.76,,14.87,,,,,,,2.79,2.89
26-12-2016 00:00,27-12-2016 00:00,EAN,,,,,,,,30.6,38.79,,25.17,,,,,,,8.91,2.71
27-12-2016 00:00,28-12-2016 00:00,EAN,,,,,,,,33.88,53.84,,12.74,,,,,,,6.54,2.58
28-12-2016 00:00,29-12-2016 00:00,EAN,,,,,,,,40.7,69.83,,40.76,,,,,,,16.38,2.64
29-12-2016 00:00,30-12-2016 00:00,EAN,,,,,,,,42.02,50.86,,15.43,,,,,,,24.13,19.81
30-12-2016 00:00,31-12-2016 00:00,EAN,,,,,,,,,,,,,,,,,,,
31-12-2016 00:00,01-01-2017 00:00,EAN,,,,,,,,,,,,,,,,,,,
01-01-2017 00:00,02-01-2017 00:00,EAN,,,,,,,,,,,,,,,,,,,
02-01-2017 00:00,03-01-2017 00:00,EAN,,,,,,,,32.62,43.58,,39.08,,,,,,,12.49,3.16
03-01-2017 00:00,04-01-2017 00:00,EAN,,,,,,,,38.83,52.92,,15.45,,,,,,,9.21,13.02
04-01-2017 00:00,05-01-2017 00:00,EAN,,,,,,,,46.48,53.59,,17.26,,,,,,,5.5,21.71
05-01-2017 00:00,06-01-2017 00:00,EAN,,,,,,,,34.02,57.09,,29.35,,,,,,,12.27,12.9
06-01-2017 00:00,07-01-2017 00:00,EAN,,,,,,,,30.57,36.91,,11.57,,,,,,,7.53,4.63
07-01-2017 00:00,08-01-2017 00:00,EAN,,,,,,,,29.97,24.37,,11.55,,,,,,,3.31,2.61
08-01-2017 00:00,09-01-2017 00:00,EAN,,,,,,,,26.84,30.43,,21.2,,,,,,,17.57,2.71
09-01-2017 00:00,10-01-2017 00:00,EAN,,,,,,,,29.37,29.31,,10.29,,,,,,,6.11,2.62
10-01-2017 00:00,11-01-2017 00:00,EAN,,,,,,,,30.85,36.15,,10.82,,,,,,,5.48,2.67
11-01-2017 00:00,12-01-2017 00:00,EAN,,,,,,,,30.86,40.18,,9.69,,,,,,,7.25,2.76
12-01-2017 00:00,13-01-2017 00:00,EAN,,,,,,,,35.53,47.11,,19.87,,,,,,,9.77,2.72
13-01-2017 00:00,14-01-2017 00:00,EAN,,,,,,,,31.46,52.23,,12.43,,,,,,,12.37,2.43
14-01-2017 00:00,15-01-2017 00:00,EAN,,,,,,,,31.41,50.58,,11.37,,,,,,,13.03,2.58
15-01-2017 00:00,16-01-2017 00:00,EAN,,,,,,,,34.53,57.94,,11.31,,,,,,,10.13,11.31
16-01-2017 00:00,17-01-2017 00:00,EAN,,,,,,,,30.32,38.22,,11.15,,,,,,,4.86,2.97
17-01-2017 00:00,18-01-2017 00:00,EAN,,,,,,,,29.41,29.1,,10.69,,,,,,,3.96,3.61
18-01-2017 00:00,19-01-2017 00:00,EAN,,,,,,,,31.15,31.81,,10.92,,,,,,,12.11,2.66
19-01-2017 00:00,20-01-2017 00:00,EAN,,,,,,,,29.98,34.36,,10.65,,,,,,,8.0,2.59
20-01-2017 00:00,21-01-2017 00:00,EAN,,,,,,,,29.34,38.36,,9.71,,,,,,,4.89,17.96
21-01-2017 00:00,22-01-2017 00:00,EAN,,,,,,,,32.23,54.29,,11.0,,,,,,,9.63,2.59
22-01-2017 00:00,23-01-2017 00:00,EAN,,,,,,,,32.28,43.19,,10.02,,,,,,,10.9,12.33
23-01-2017 00:00,24-01-2017 00:00,EAN,,,,,,,,30.69,44.82,,10.88,,,,,,,7.97,2.61
24-01-2017 00:00,25-01-2017 00:00,EAN,,,,,,,,23.22,56.5,,12.01,,,,,,,14.2,16.25
25-01-2017 00:00,26-01-2017 00:00,EAN,,,,,,,,32.79,47.12,,10.88,,,,,,,20.32,2.71
26-01-2017 00:00,27-01-2017 00:00,EAN,,,,,,,,28.68,26.54,,13.7,,,,,,,8.33,2.7
27-01-2017 00:00,28-01-2017 00:00,EAN,,,,,,,,28.46,10.56,,23.9,,,,,,,1.7,2.65
28-01-2017 00:00,29-01-2017 00:00,EAN,,,,,,,,29.78,29.68,,17.81,,,,,,,2.42,2.57
29-01-2017 00:00,30-01-2017 00:00,EAN,,,,,,,,29.85,34.38,,13.16,,,,,,,4.39,2.69
30-01-2017 00:00,31-01-2017 00:00,EAN,,,,,,,,33.22,51.46,,12.89,,,,,,,5.71,2.59
31-01-2017 00:00,01-02-2017 00:00,EAN,,,,,,,,34.26,46.03,,10.54,,,,,,,10.7,2.57
01-02-2017 00:00,02-02-2017 00:00,EAN,,,,,,,,32.45,43.73,,11.86,,,,,,,5.76,2.57
02-02-2017 00:00,03-02-2017 00:00,EAN,,,,,,,,37.33,51.32,,12.83,,,,,,,8.96,2.59
03-02-2017 00:00,04-02-2017 00:00,EAN,,,,,,,,32.54,50.46,,11.19,,,,,,,21.48,2.66
04-02-2017 00:00,05-02-2017 00:00,EAN,,,,,,,,33.23,43.2,,12.33,,,,,,,16.71,2.53
05-02-2017 00:00,06-02-2017 00:00,EAN,,,,,,,,30.68,33.91,,11.02,,,,,,,9.78,2.62
06-02-2017 00:00,07-02-2017 00:00,EAN,,,,,,,,32.43,36.24,,10.45,,,,,,,7.13,2.64
07-02-2017 00:00,08-02-2017 00:00,EAN,,,,,,,,28.58,35.45,,14.81,,,,,,,5.0,2.95
08-02-2017 00:00,09-02-2017 00:00,EAN,,,,,,,,28.97,44.38,,11.18,,,,,,,6.6,2.7
09-02-2017 00:00,10-02-2017 00:00,EAN,,,,,,,,29.16,38.38,,10.75,,,,,,,8.92,2.64
10-02-2017 00:00,11-02-2017 00:00,EAN,,,,,,,,29.59,41.67,,11.16,,,,,,,5.99,12.81
11-02-2017 00:00,12-02-2017 00:00,EAN,,,,,,,,29.31,43.98,,35.47,,,,,,,9.66,3.0
12-02-2017 00:00,13-02-2017 00:00,EAN,,,,,,,,28.65,29.61,,27.86,,,,,,,15.77,2.59
13-02-2017 00:00,14-02-2017 00:00,EAN,,,,,,,,29.25,41.16,,10.94,,,,,,,13.36,2.56
14-02-2017 00:00,15-02-2017 00:00,EAN,,,,,,,,29.85,51.43,,11.42,,,,,,,7.38,2.53
15-02-2017 00:00,16-02-2017 00:00,EAN,,,,,,,,30.28,55.52,,12.76,,,,,,,7.5,9.63
16-02-2017 00:00,17-02-2017 00:00,EAN,,,,,,,,28.42,44.45,,28.45,,,,,,,9.5,3.13
17-02-2017 00:00,18-02-2017 00:00,EAN,,,,,,,,28.91,43.81,,11.94,,,,,,,6.85,2.47
18-02-2017 00:00,19-02-2017 00:00,EAN,,,,,,,,30.24,46.68,,24.49,,,,,,,8.53,4.96
19-02-2017 00:00,20-02-2017 00:00,EAN,,,,,,,,31.31,46.84,,11.04,,,,,,,8.8,2.38
20-02-2017 00:00,21-02-2017 00:00,EAN,,,,,,,,31.21,49.96,,13.29,,,,,,,15.66,2.89
21-02-2017 00:00,22-02-2017 00:00,EAN,,,,,,,,27.51,33.15,,16.44,,,,,,,5.45,2.42
22-02-2017 00:00,23-02-2017 00:00,EAN,,,,,,,,29.51,36.31,,10.58,,,,,,,6.6,9.62
23-02-2017 00:00,24-02-2017 00:00,EAN,,,,,,,,27.72,36.96,,37.97,,,,,,,5.64,2.53
24-02-2017 00:00,25-02-2017 00:00,EAN,,,,,,,,27.69,29.05,,33.64,,,,,,,4.78,2.59
25-02-2017 00:00,26-02-2017 00:00,EAN,,,,,,,,27.85,35.32,,10.57,,,,,,,5.08,7.41
26-02-2017 00:00,27-02-2017 00:00,EAN,,,,,,,,28.17,39.38,,11.03,,,,,,,6.33,2.57
27-02-2017 00:00,28-02-2017 00:00,EAN,,,,,,,,28.63,39.72,,11.16,,,,,,,6.22,2.51
28-02-2017 00:00,01-03-2017 00:00,EAN,,,,,,,,39.99,70.47,,13.08,,,,,,,11.71,2.56
01-03-2017 00:00,02-03-2017 00:00,EAN,,,,,,,,31.21,47.79,,11.21,,,,,,,20.27,2.98
02-03-2017 00:00,03-03-2017 00:00,EAN,,,,,,,,28.73,37.12,,10.79,,,,,,,17.45,2.94
03-03-2017 00:00,04-03-2017 00:00,EAN,,,,,,,,27.92,29.32,,10.79,,,,,,,8.5,2.55
04-03-2017 00:00,05-03-2017 00:00,EAN,,,,,,,,29.33,30.32,,10.66,,,,,,,6.27,2.64
05-03-2017 00:00,06-03-2017 00:00,EAN,,,,,,,,28.72,34.92,,10.91,,,,,,,6.6,7.14
06-03-2017 00:00,07-03-2017 00:00,EAN,,,,,,,,28.88,41.76,,19.3,,,,,,,6.52,2.53
07-03-2017 00:00,08-03-2017 00:00,EAN,,,,,,,,30.12,52.22,,12.23,,,,,,,20.0,2.87
08-03-2017 00:00,09-03-2017 00:00,EAN,,,,,,,,28.16,23.19,,10.01,,,,,,,10.28,2.53
09-03-2017 00:00,10-03-2017 00:00,EAN,,,,,,,,29.48,27.99,,9.77,,,,,,,10.74,7.19
10-03-2017 00:00,11-03-2017 00:00,EAN,,,,,,,,29.59,27.36,,11.62,,,,,,,6.6,2.78
11-03-2017 00:00,12-03-2017 00:00,EAN,,,,,,,,29.83,24.18,,10.33,,,,,,,11.66,3.09
12-03-2017 00:00,13-03-2017 00:00,EAN,,,,,,,,30.68,34.46,,15.59,,,,,,,12.25,3.34
13-03-2017 00:00,14-03-2017 00:00,EAN,,,,,,,,28.77,16.09,,10.53,,,,,,,3.85,2.67
14-03-2017 00:00,15-03-2017 00:00,EAN,,,,,,,,29.16,25.48,,17.16,,,,,,,5.06,2.59
15-03-2017 00:00,16-03-2017 00:00,EAN,,,,,,,,29.73,39.96,,11.41,,,,,,,8.31,2.61
16-03-2017 00:00,17-03-2017 00:00,EAN,,,,,,,,30.41,39.81,,11.53,,,,,,,10.23,2.52
17-03-2017 00:00,18-03-2017 00:00,EAN,,,,,,,,28.31,32.42,,11.83,,,,,,,11.9,2.8
18-03-2017 00:00,19-03-2017 00:00,EAN,,,,,,,,27.85,34.59,,10.49,,,,,,,14.22,2.67
19-03-2017 00:00,20-03-2017 00:00,EAN,,,,,,,,31.43,46.41,,11.42,,,,,,,14.36,2.5
20-03-2017 00:00,21-03-2017 00:00,EAN,,,,,,,,28.41,47.11,,12.21,,,,,,,7.18,2.5
21-03-2017 00:00,22-03-2017 00:00,EAN,,,,,,,,28.96,49.53,,18.68,,,,,,,8.16,2.96
22-03-2017 00:00,23-03-2017 00:00,EAN,,,,,,,,29.58,48.91,,17.35,,,,,,,7.11,2.5
23-03-2017 00:00,24-03-2017 00:00,EAN,,,,,,,,31.24,42.17,,11.8,,,,,,,15.04,2.54
24-03-2017 00:00,25-03-2017 00:00,EAN,,,,,,,,27.77,29.41,,11.34,,,,,,,14.59,2.54
25-03-2017 00:00,26-03-2017 00:00,EAN,,,,,,,,28.23,34.09,,11.54,,,,,,,6.16,2.61
26-03-2017 00:00,27-03-2017 00:00,EAN,,,,,,,,28.1,31.6,,11.32,,,,,,,7.8,2.64
27-03-2017 00:00,28-03-2017 00:00,EAN,,,,,,,,27.72,31.4,,12.14,,,,,,,7.27,2.58
28-03-2017 00:00,29-03-2017 00:00,EAN,,,,,,,,28.64,40.56,,13.24,,,,,,,9.36,5.56
29-03-2017 00:00,30-03-2017 00:00,EAN,,,,,,,,27.47,53.74,,13.11,,,,,,,13.03,2.46
30-03-2017 00:00,31-03-2017 00:00,EAN,,,,,,,,27.93,29.98,,11.26,,,,,,,6.17,2.72
31-03-2017 00:00,01-04-2017 00:00,EAN,,,,,,,,28.44,40.49,,12.99,,,,,,,13.03,2.58
01-04-2017 00:00,02-04-2017 00:00,EAN,,,,,,,,,,,,,,,,,,,
02-04-2017 00:00,03-04-2017 00:00,EAN,,,,,,,,,,,,,,,,,,,
03-04-2017 00:00,04-04-2017 00:00,EAN,,,,,,,,27.11,27.27,,11.66,,,,,,,7.87,2.49
04-04-2017 00:00,05-04-2017 00:00,EAN,,,,,,,,28.57,27.45,,10.82,,,,,,,11.78,2.79
05-04-2017 00:00,06-04-2017 00:00,EAN,,,,,,,,28.31,25.69,,11.09,,,,,,,6.95,2.9
06-04-2017 00:00,07-04-2017 00:00,EAN,,,,,,,,27.77,25.7,,19.07,,,,,,,3.97,2.54
07-04-2017 00:00,08-04-2017 00:00,EAN,,,,,,,,28.33,31.71,,10.31,,,,,,,13.56,2.54
08-04-2017 00:00,09-04-2017 00:00,EAN,,,,,,,,29.63,42.28,,13.7,,,,,,,14.76,2.46
09-04-2017 00:00,10-04-2017 00:00,EAN,,,,,,,,28.58,21.96,,12.44,,,,,,,12.83,2.51
10-04-2017 00:00,11-04-2017 00:00,EAN,,,,,,,,28.01,30.81,,10.62,,,,,,,5.58,2.85
11-04-2017 00:00,12-04-2017 00:00,EAN,,,,,,,,28.48,37.15,,12.37,,,,,,,6.41,2.63
12-04-2017 00:00,13-04-2017 00:00,EAN,,,,,,,,29.06,37.25,,12.02,,,,,,,9.68,2.52
13-04-2017 00:00,14-04-2017 00:00,EAN,,,,,,,,33.89,54.89,,21.67,,,,,,,18.89,2.69
14-04-2017 00:00,15-04-2017 00:00,EAN,,,,,,,,,,,,,,,,,,,
15-04-2017 00:00,16-04-2017 00:00,EAN,,,,,,,,41.89,72.79,,25.68,,,,,,,17.97,2.96
16-04-2017 00:00,17-04-2017 00:00,EAN,,,,,,,,,,,,,,,,,,,
17-04-2017 00:00,18-04-2017 00:00,EAN,,,,,,,,28.21,24.08,,10.98,,,,,,,9.26,2.73
18-04-2017 00:00,19-04-2017 00:00,EAN,,,,,,,,33.38,57.09,,13.57,,,,,,,11.38,2.52
19-04-2017 00:00,20-04-2017 00:00,EAN,,,,,,,,34.7,51.15,,14.51,,,,,,,10.11,2.49
20-04-2017 00:00,21-04-2017 00:00,EAN,,,,,,,,34.53,48.53,,17.14,,,,,,,6.82,2.42
21-04-2017 00:00,22-04-2017 00:00,EAN,,,,,,,,28.63,28.05,,11.22,,,,,,,11.48,5.86
22-04-2017 00:00,23-04-2017 00:00,EAN,,,,,,,,28.58,23.87,,10.63,,,,,,,10.58,3.47
23-04-2017 00:00,24-04-2017 00:00,EAN,,,,,,,,28.04,30.4,,14.22,,,,,,,7.61,2.83
24-04-2017 00:00,25-04-2017 00:00,EAN,,,,,,,,28.14,25.11,,11.82,,,,,,,6.11,2.62
25-04-2017 00:00,26-04-2017 00:00,EAN,,,,,,,,28.73,24.13,,11.18,,,,,,,10.43,2.61
26-04-2017 00:00,27-04-2017 00:00,EAN,,,,,,,,29.66,40.17,,22.99,,,,,,,2.28,2.63
27-04-2017 00:00,28-04-2017 00:00,EAN,,,,,,,,28.72,33.81,,11.27,,,,,,,9.17,2.67
28-04-2017 00:00,29-04-2017 00:00,EAN,,,,,,,,29.8,37.31,,11.8,,,,,,,10.23,2.64
29-04-2017 00:00,30-04-2017 00:00,EAN,,,,,,,,31.07,52.51,,11.82,,,,,,,20.28,2.94
30-04-2017 00:00,01-05-2017 00:00,EAN,,,,,,,,28.27,22.79,,14.59,,,,,,,12.02,2.83
01-05-2017 00:00,02-05-2017 00:00,EAN,,,,,,,,32.32,42.14,,12.48,,,,,,,29.34,2.73
02-05-2017 00:00,03-05-2017 00:00,EAN,,,,,,,,33.81,70.01,,12.61,,,,,,,15.63,2.93
03-05-2017 00:00,04-05-2017 00:00,EAN,,,,,,,,29.73,58.27,,12.07,,,,,,,15.17,2.93
04-05-2017 00:00,05-05-2017 00:00,EAN,,,,,,,,29.69,37.3,,11.86,,,,,,,9.3,2.58
05-05-2017 00:00,06-05-2017 00:00,EAN,,,,,,,,28.63,37.5,,12.55,,,,,,,17.0,2.58
06-05-2017 00:00,07-05-2017 00:00,EAN,,,,,,,,30.95,49.31,,11.91,,,,,,,17.46,2.61
07-05-2017 00:00,08-05-2017 00:00,EAN,,,,,,,,33.79,57.23,,12.73,,,,,,,16.92,3.1
08-05-2017 00:00,09-05-2017 00:00,EAN,,,,,,,,30.67,39.92,,11.84,,,,,,,19.22,3.1
09-05-2017 00:00,10-05-2017 00:00,EAN,,,,,,,,28.69,26.76,,11.74,,,,,,,12.58,7.77
10-05-2017 00:00,11-05-2017 00:00,EAN,,,,,,,,29.04,21.56,,17.37,,,,,,,8.24,2.67
11-05-2017 00:00,12-05-2017 00:00,EAN,,,,,,,,27.52,29.03,,8.21,,,,,,,23.11,1.88
12-05-2017 00:00,13-05-2017 00:00,EAN,,,,,,,,27.52,31.41,,26.64,,,,,,,23.86,2.2
13-05-2017 00:00,14-05-2017 00:00,EAN,,,,,,,,,,,,,,,,,,,
14-05-2017 00:00,15-05-2017 00:00,EAN,,,,,,,,,,,,,,,,,,,
15-05-2017 00:00,16-05-2017 00:00,EAN,,,,,,,,29.52,42.0,,13.44,,,,,,,9.68,3.01
16-05-2017 00:00,17-05-2017 00:00,EAN,,,,,,,,29.64,21.86,,13.17,,,,,,,9.46,3.45
17-05-2017 00:00,18-05-2017 00:00,EAN,,,,,,,,29.28,26.97,,11.76,,,,,,,9.74,2.67
18-05-2017 00:00,19-05-2017 00:00,EAN,,,,,,,,29.3,33.63,,11.64,,,,,,,17.09,2.86
19-05-2017 00:00,20-05-2017 00:00,EAN,,,,,,,,29.91,37.14,,13.19,,,,,,,9.98,2.86
20-05-2017 00:00,21-05-2017 00:00,EAN,,,,,,,,31.43,41.94,,12.42,,,,,,,5.85,2.62
21-05-2017 00:00,22-05-2017 00:00,EAN,,,,,,,,43.48,110.37,,9.57,,,,,,,2.44,2.37
22-05-2017 00:00,23-05-2017 00:00,EAN,,,,,,,,,,,,,,,,,,,
23-05-2017 00:00,24-05-2017 00:00,EAN,,,,,,,,,,,,,,,,,,,
24-05-2017 00:00,25-05-2017 00:00,EAN,,,,,,,,,,,,,,,,,,,
25-05-2017 00:00,26-05-2017 00:00,EAN,,,,,,,,28.27,48.14,,12.88,,,,,,,19.7,3.18
26-05-2017 00:00,27-05-2017 00:00,EAN,,,,,,,,27.71,32.67,,12.02,,,,,,,15.75,2.96
27-05-2017 00:00,28-05-2017 00:00,EAN,,,,,,,,27.7,23.21,,11.52,,,,,,,7.95,2.71
28-05-2017 00:00,29-05-2017 00:00,EAN,,,,,,,,27.35,21.76,,12.4,,,,,,,8.0,2.64
29-05-2017 00:00,30-05-2017 00:00,EAN,,,,,,,,26.79,22.53,,14.75,,,,,,,13.46,3.38
30-05-2017 00:00,31-05-2017 00:00,EAN,,,,,,,,27.7,27.0,,12.48,,,,,,,14.64,3.05
31-05-2017 00:00,01-06-2017 00:00,EAN,,,,,,,,28.58,34.84,,11.92,,,,,,,15.46,2.94
01-06-2017 00:00,02-06-2017 00:00,EAN,,,,,,,,27.98,41.33,,14.43,,,,,,,15.47,3.28
02-06-2017 00:00,03-06-2017 00:00,EAN,,,,,,,,29.67,46.23,,13.46,,,,,,,7.79,2.72
03-06-2017 00:00,04-06-2017 00:00,EAN,,,,,,,,29.8,48.35,,14.59,,,,,,,7.02,4.36
04-06-2017 00:00,05-06-2017 00:00,EAN,,,,,,,,29.63,37.42,,14.67,,,,,,,4.79,2.7
05-06-2017 00:00,06-06-2017 00:00,EAN,,,,,,,,26.67,26.14,,14.21,,,,,,,2.49,2.64
06-06-2017 00:00,07-06-2017 00:00,EAN,,,,,,,,27.1,21.26,,13.61,,,,,,,3.76,2.63
07-06-2017 00:00,08-06-2017 00:00,EAN,,,,,,,,26.95,22.47,,12.84,,,,,,,12.19,4.1
08-06-2017 00:00,09-06-2017 00:00,EAN,,,,,,,,27.37,22.59,,12.84,,,,,,,12.24,2.81
09-06-2017 00:00,10-06-2017 00:00,EAN,,,,,,,,27.61,33.51,,13.1,,,,,,,19.12,2.82
10-06-2017 00:00,11-06-2017 00:00,EAN,,,,,,,,27.66,33.04,,20.5,,,,,,,19.9,2.67
11-06-2017 00:00,12-06-2017 00:00,EAN,,,,,,,,28.14,17.46,,11.58,,,,,,,10.96,2.69
12-06-2017 00:00,13-06-2017 00:00,EAN,,,,,,,,26.61,22.24,,18.91,,,,,,,5.84,2.81
13-06-2017 00:00,14-06-2017 00:00,EAN,,,,,,,,28.53,34.72,,13.49,,,,,,,4.72,5.27
